letter	frequency
012-2426-7945	7088.58
012-2426-7946	8564.98
012-2426-7947	13873.64
012-2426-7948	10523.24
012-2426-7949	11540.25
012-2426-7950	4502.47
012-2426-7951	9246.27
012-2426-7952	14717.03
012-2426-7953	11773.34
012-2426-7954	2145.02
012-2426-7955	12544.29
012-2426-7956	2537.18
012-2426-7957	2837.50
012-2426-7958	1335.65
012-2426-7959	4618.02
012-2426-7960	5374.35
012-2426-7961	3013.28
012-2426-7962	9947.04
012-2426-7963	14924.61
012-2426-7964	2163.85
012-2426-7965	3445.68
012-2426-7966	2541.40
012-2426-7967	23405.38
012-2426-7968	15799.56
012-2426-7969	3276.94
012-2426-7970	1394.32
012-2426-7971	3910.24
012-2426-7972	9819.89
012-2426-7973	10928.83
012-2426-7974	17506.87
012-2426-7975	5727.44
012-2426-7976	12698.79
012-2426-7977	4118.88
012-2426-7978	8414.98
012-2426-7980	2695.01
012-2426-7981	7499.49
012-2426-7982	13619.03
012-2426-7983	8811.75
012-2426-7984	1059.94
012-2426-7985	4710.94
012-2426-7986	1418.57
012-2426-7988	11804.76
012-2426-7989	10513.26
012-2426-7990	10779.35
012-2426-7991	15148.55
012-2426-7992	3255.16
012-2426-7993	2779.19
012-2426-7994	11602.23
012-2426-7995	14649.58
012-2426-7996	7554.49
012-2426-7998	8858.81
012-2426-8001	14168.35
012-2426-8002	6825.30
012-2426-8003	2765.80
012-2426-8004	2509.42
012-2426-8005	2361.80
012-2426-8006	2519.89
012-2426-8007	5171.32
012-2426-8009	6623.29
012-2426-8010	8555.22
012-2426-8011	6620.31
012-2426-8012	10771.05
012-2426-8013	6827.16
012-2426-8014	26090.26
012-2426-8015	8297.24
012-2426-8016	5375.01
012-2426-8017	9914.37
012-2426-8018	6625.85
012-2426-8019	6269.01
012-2426-8020	7579.88
012-2426-8021	13327.06
012-2426-8022	13876.64
012-2426-8023	19527.96
012-2426-8024	3622.98
012-2426-8025	27594.83
012-2426-8026	13292.54
012-2426-8027	11101.66
012-2426-8028	15756.35
012-2426-8029	3505.61
012-2426-8030	18104.00
012-2426-8031	15440.71
012-2426-8032	32368.09
012-2426-8033	5373.77
012-2426-8034	3507.89
012-2426-8035	10530.68
012-2426-8037	12758.49
012-2426-8038	2802.14
012-2426-8039	4934.46
012-2426-8040	5072.25
012-2426-8041	10468.49
012-2426-8042	12856.04
012-2426-8043	8754.37
012-2426-8044	3873.30
012-2426-8045	5669.35
012-2426-8046	10448.60
012-2426-8047	9441.81
012-2426-8048	8553.69
012-2426-8049	2924.40
012-2426-8050	876.14
012-2426-8051	16537.53
012-2426-8052	10045.51
012-2426-8053	7102.72
012-2426-8054	3092.02
012-2426-8055	1567.35
012-2426-8056	1431.92
012-2426-8057	4198.96
012-2426-8058	6770.11
012-2426-8059	1449.95
012-2426-8060	322.1
012-2426-8061	3702.39
012-2426-8062	2458.74
012-2426-8063	4556.10
012-2426-8064	2528.29
012-2426-8065	2314.99
012-2426-8066	4323.95
012-2426-8067	4916.90
012-2426-8068	5087.76
012-2426-8069	3768.07
012-2426-8070	3272.62
012-2426-8071	3926.02
012-2426-8072	7613.25
012-2426-8073	3435.54
012-2426-8074	433.68
012-2426-8076	2558.95
012-2426-8077	4483.57
012-2426-8078	11755.49
012-2426-8079	8602.55
012-2426-8081	2399.60
012-2426-8082	8676.74
012-2426-8083	526.89
012-2426-8084	170.12
012-2426-8085	2916.51
012-2426-8086	3039.46
012-2426-8087	2679.09
012-2426-8088	5278.88
012-2426-8089	203.44
012-2426-8090	454.58
012-2426-8091	4591.88
012-2426-8092	5930.60
012-2426-8093	1063.86
012-2426-8094	744.21
012-2426-8095	3054.67
012-2426-8096	4133.29
012-2426-8097	6211.68
012-2426-8098	4578.20
012-2426-8099	228.2
012-2426-8100	126.75
012-2426-8101	2272.33
012-2426-8102	2812.50
012-2426-8103	276.08
012-2426-8104	2974.77
012-2426-8105	977.58
012-2426-8107	9728.82
012-2426-8108	1634.91
012-2426-8109	5122.01
012-2426-8110	5961.46
012-2426-8112	3084.55
012-2426-8113	8942.19
012-2426-8114	1125.01
012-2426-8115	5694.53
012-2426-8116	5372.56
012-2426-8117	5233.73
012-2426-8119	86.16
012-2426-8120	1482.00
012-2426-8121	4276.10
012-2426-8122	9809.61
012-2426-8123	5602.23
012-2426-8124	4350.00
012-2426-8125	4992.24
012-2426-8126	1810.59
012-2426-8127	5372.70
012-2426-8128	5407.10
012-2426-8129	775.44
012-2426-8130	6829.66
012-2426-8131	2064.35
012-2426-8132	1889.47
012-2426-8133	6764.67
012-2426-8134	4264.62
012-2426-8135	6733.74
012-2426-8136	6334.26
012-2426-8137	4257.25
012-2426-8138	9854.62
012-2426-8139	5191.71
012-2426-8141	4472.21
012-2426-8142	3639.62
012-2426-8143	6713.09
012-2426-8144	3716.09
012-2426-8145	8970.47
012-2426-8146	7814.82
012-2426-8147	1998.37
012-2426-8148	5026.48
012-2426-8149	4431.31
012-2426-8150	7805.08
012-2426-8151	4650.81
012-2426-8152	4324.51
012-2426-8153	6593.99
012-2426-8154	22532.38
012-2426-8155	3748.46
012-2426-8156	3641.61
012-2426-8157	4433.13
012-2426-8158	1957.30
012-2426-8159	1168.83
012-2426-8160	277.81
012-2426-8161	244.74
012-2426-8162	886.81
012-2426-8163	4596.78
012-2426-8164	2170.27
012-2426-8166	803.89
012-2426-8167	656.58
012-2426-8168	4215.58
012-2426-8170	462.95
012-2426-8171	74.25
012-2426-8173	2217.86
012-2426-8174	163.03
012-2426-8175	1411.33
012-2426-8176	983.18
012-2426-8177	1121.17
012-2426-8178	2761.63
012-2426-8180	11474.33
012-2426-8182	4108.02
012-2426-8183	3371.99
012-2426-8184	5746.53
012-2426-8185	6326.51
012-2426-8186	1507.81
012-2426-8187	276.4
012-2426-8188	3558.58
012-2426-8189	3771.34
012-2426-8190	3227.62
012-2426-8191	2488.79
012-2426-8192	2732.67
012-2426-8195	1664.89
012-2426-8196	184.83
012-2426-8198	4581.29
012-2426-8199	1668.34
012-2426-8200	4190.61
012-2426-8201	1112.81
012-2426-8202	5165.57
012-2426-8203	5119.01
012-2426-8204	8067.94
012-2426-8205	15149.20
012-2426-8206	1475.19
012-2426-8207	2121.35
012-2426-8208	2730.00
012-2426-8209	1104.43
012-2426-8210	2360.41
012-2426-8211	2582.96
012-2426-8212	2138.43
012-2426-8213	3485.29
012-2426-8214	4955.98
012-2426-8215	1302.35
012-2426-8216	6360.99
012-2426-8217	2829.33
012-2426-8218	2396.62
012-2426-8219	3649.71
012-2426-8220	4689.07
012-2426-8221	1353.61
012-2426-8223	1474.20
012-2426-8224	2691.18
012-2426-8225	1842.81
012-2426-8226	2647.59
012-2426-8227	12542.27
012-2426-8229	12664.07
012-2426-8230	9729.88
012-2426-8231	5674.47
012-2426-8232	3636.96
012-2426-8233	3155.18
012-2426-8234	10287.55
012-2426-8235	13566.60
012-2426-8236	1718.07
012-2426-8237	5455.07
012-2426-8238	10704.58
012-2426-8239	3371.96
012-2426-8240	3437.32
012-2426-8241	2548.23
012-2426-8242	15119.14
012-2426-8243	10419.66
012-2426-8244	2495.24
012-2426-8245	5942.31
012-2426-8246	9679.58
012-2426-8247	7471.32
012-2426-8248	3038.97
012-2426-8249	848.66
012-2426-8250	4638.20
012-2426-8251	2830.51
012-2426-8252	4313.94
012-2426-8253	15705.61
012-2426-8254	23384.73
012-2426-8255	7002.91
012-2426-8256	16204.39
012-2426-8257	10414.73
012-2426-8258	6608.31
012-2426-8259	719.45
012-2426-8260	2086.38
012-2426-8261	100.28
012-2426-8262	890.01
012-2426-8264	857.07
012-2426-8265	780.71
012-2426-8266	1868.66
012-2426-8268	99.68
012-2426-8269	58.1
012-2426-8270	7417.37
012-2426-8271	360.66
012-2426-8272	1398.12
012-2426-8273	60.26
012-2426-8274	687.7
012-2426-8275	783.04
012-2426-8277	55.98
012-2426-8278	631.18
012-2426-8279	227.58
012-2426-8280	708.11
012-2426-8281	696.88
012-2426-8284	55.94
012-2426-8285	2808.65
012-2426-8288	1037.37
012-2426-8289	118.83
012-2426-8291	172.09
012-2426-8293	166.62
012-2426-8294	1787.00
012-2426-8297	66.06
012-2426-8300	220.76
012-2426-8301	1889.70
012-2426-8302	154.83
012-2426-8303	653.69
012-2426-8304	4486.63
012-2426-8307	592.05
012-2426-8308	1575.88
012-2426-8309	3504.84
012-2426-8310	3187.85
012-2426-8311	4259.89
012-2426-8312	2266.25
012-2426-8313	124.54
012-2426-8314	4144.96
012-2426-8315	3396.41
012-2426-8316	1245.83
012-2426-8317	3325.22
012-2426-8318	3080.97
012-2426-8319	11833.41
012-2426-8320	3497.17
012-2426-8321	3513.69
012-2426-8322	3879.73
012-2426-8323	9469.84
012-2426-8324	11232.96
012-2426-8325	5180.09
012-2426-8326	2932.73
012-2426-8327	4548.77
012-2426-8328	2571.20
012-2426-8329	8237.45
012-2426-8330	3541.82
012-2426-8331	1112.70
012-2426-8332	176.33
012-2426-8334	5894.31
012-2426-8335	7592.74
012-2426-8336	1698.66
012-2426-8337	1281.69
012-2426-8339	5488.84
012-2426-8340	2552.33
012-2426-8341	4070.60
012-2426-8342	4845.58
012-2426-8343	3395.44
012-2426-8344	3910.57
012-2426-8345	1608.18
012-2426-8346	2580.76
012-2426-8347	4378.43
012-2426-8348	10859.00
012-2426-8349	10985.94
012-2426-8350	1866.20
012-2426-8351	6917.70
012-2426-8352	5914.30
012-2426-8353	5883.29
012-2426-8354	4555.57
012-2426-8355	3553.06
012-2426-8356	3891.48
012-2426-8357	3855.69
012-2426-8358	4043.11
012-2426-8359	11657.87
012-2426-8360	4032.70
012-2426-8361	4374.39
012-2426-8362	2810.93
012-2426-8363	13973.96
012-2426-8364	215.8
012-2426-8365	2695.39
012-2426-8366	2835.42
012-2426-8367	1445.01
012-2426-8368	3318.37
012-2426-8369	3608.59
012-2426-8370	6166.32
012-2426-8371	4417.22
012-2426-8372	2049.66
012-2426-8373	1511.09
012-2426-8374	4276.19
012-2426-8375	3398.78
012-2426-8376	4460.11
012-2426-8377	6752.99
012-2426-8378	7992.02
012-2426-8379	7107.74
012-2426-8380	1402.96
012-2426-8381	5138.17
012-2426-8382	8571.00
012-2426-8384	7798.08
012-2426-8385	2452.76
012-2426-8386	5579.97
012-2426-8387	1604.04
012-2426-8388	5138.62
012-2426-8389	4459.11
012-2426-8390	5101.63
012-2426-8391	4519.96
012-2426-8392	3729.33
012-2426-8393	9127.36
012-2426-8394	6623.38
012-2426-8395	4587.85
012-2426-8396	3313.57
012-2426-8398	8360.13
012-2426-8399	4528.71
012-2426-8400	3768.99
012-2426-8401	6315.18
012-2426-8403	4526.31
012-2426-8404	6345.67
012-2426-8405	2688.68
012-2426-8406	1961.92
012-2426-8407	4367.76
012-2426-8408	3872.95
012-2426-8409	3009.15
012-2426-8410	3694.67
012-2426-8411	399.29
012-2426-8412	3045.36
012-2426-8413	1697.67
012-2426-8414	3806.02
012-2426-8415	2924.62
012-2426-8416	376.67
012-2426-8417	551.93
012-2426-8418	3896.64
012-2426-8419	5235.29
012-2426-8420	3832.30
012-2426-8421	12001.76
012-2426-8422	2030.40
012-2426-8423	264.27
012-2426-8424	1565.16
012-2426-8426	3801.59
012-2426-8427	5897.26
012-2426-8428	2025.32
012-2426-8429	204.32
012-2426-8430	679.12
012-2426-8431	4090.51
012-2426-8432	4954.93
012-2426-8433	395.29
012-2426-8434	451.82
012-2426-8435	4147.79
012-2426-8436	328.48
012-2426-8437	1655.84
012-2426-8438	98.91
012-2426-8439	477.05
012-2426-8440	1193.84
012-2426-8441	6674.48
012-2426-8442	5730.00
012-2426-8443	1465.72
012-2426-8445	538.09
012-2426-8446	8216.50
012-2426-8447	5638.58
012-2426-8449	244.19
012-2426-8450	872.83
012-2426-8451	2528.68
012-2426-8452	4177.37
012-2426-8453	2545.69
012-2426-8454	3465.42
012-2426-8455	6482.39
012-2426-8456	3455.58
012-2426-8457	3560.10
012-2426-8458	226.3
012-2426-8459	703.03
012-2426-8460	5304.83
012-2426-8461	8176.46
012-2426-8462	3243.47
012-2426-8463	1553.85
012-2426-8465	3782.61
012-2426-8467	5496.68
012-2426-8468	60.17
012-2426-8469	1953.98
012-2426-8470	2411.64
012-2426-8471	5142.96
012-2426-8472	14358.27
012-2426-8474	2071.22
012-2426-8475	969.79
012-2426-8476	82.52
012-2426-8477	647.04
012-2426-8480	87.12
012-2426-8481	277.34
012-2426-8482	147.38
012-2426-8483	636.16
012-2426-8485	55.29
012-2426-8488	265.03
012-2426-8489	213.48
012-2426-8490	288.83
012-2426-8493	4338.05
012-2426-8495	347.14
012-2426-8496	255.39
012-2426-8498	3831.71
012-2426-8499	1970.02
012-2426-8502	2738.64
012-2426-8503	1343.53
012-2426-8504	342.28
012-2426-8505	71.04
012-2426-8506	406
012-2426-8507	362.88
012-2426-8510	120.36
012-2426-8511	138
012-2426-8513	9295.05
012-2426-8514	87.39
012-2426-8515	71.01
012-2426-8516	143.11
012-2426-8517	726.53
012-2426-8518	5919.75
012-2426-8519	287.95
012-2426-8520	327.54
012-2426-8521	123.78
012-2426-8522	2154.79
012-2426-8525	110.82
012-2426-8528	843.28
012-2426-8530	389.46
012-2426-8531	1635.97
012-2426-8532	111.66
012-2426-8533	7738.31
012-2426-8534	367.97
012-2426-8535	439.51
012-2426-8536	1402.23
012-2426-8538	5572.34
012-2426-8539	1031.56
012-2426-8540	462.96
012-2426-8542	792.18
012-2426-8543	3936.34
012-2426-8544	3114.74
012-2426-8546	307.74
012-2426-8547	265.3
012-2426-8548	1747.83
012-2426-8549	5166.33
012-2426-8550	142.48
012-2426-8551	2735.86
012-2426-8552	1288.14
012-2426-8553	4239.93
012-2426-8554	546.72
012-2426-8556	439.56
012-2426-8557	144.27
012-2426-8560	3222.84
012-2426-8561	697.9
012-2426-8562	1097.99
012-2426-8563	5762.49
012-2426-8565	3994.31
012-2426-8566	223.12
012-2426-8567	1216.30
012-2426-8568	184.82
012-2426-8570	1179.60
012-2426-8572	12186.50
012-2426-8573	7939.04
012-2426-8574	146.63
012-2426-8576	615.26
012-2426-8577	1819.16
012-2426-8578	1914.07
012-2426-8580	639.33
012-2426-8582	486.88
012-2426-8583	369.64
012-2426-8584	395.04
012-2426-8586	2175.16
012-2426-8587	555.18
012-2426-8588	992
012-2426-8589	620.81
012-2426-8590	1306.49
012-2426-8591	94.3
012-2426-8592	952.9
012-2426-8593	76.91
012-2426-8594	189.74
012-2426-8595	114.49
012-2426-8596	2831.23
012-2426-8597	207.17
012-2426-8598	824.44
012-2426-8599	641.62
012-2426-8600	1323.10
012-2426-8601	1425.81
012-2426-8602	222.48
012-2426-8603	567.02
012-2426-8604	294.49
012-2426-8605	128.19
012-2426-8606	469.14
012-2426-8607	919.79
012-2426-8608	237.65
012-2426-8614	132.84
012-2426-8615	958.34
012-2426-8616	1210.57
012-2426-8617	4878.29
012-2426-8620	319.26
012-2426-8621	777.28
012-2426-8624	772.8
012-2426-8625	1413.80
012-2426-8626	147.32
012-2426-8627	377.05
012-2426-8628	3138.51
012-2426-8629	6002.78
012-2426-8630	5036.18
012-2426-8631	373.68
012-2426-8632	116.89
012-2426-8633	428.15
012-2426-8634	5871.21
012-2426-8635	2212.73
012-2426-8636	1906.81
012-2426-8637	437.26
012-2426-8638	61.24
012-2426-8639	4569.24
012-2426-8640	2934.28
012-2426-8641	1354.91
012-2426-8642	920.11
012-2426-8644	3708.25
012-2426-8645	5475.09
012-2426-8646	138.51
012-2426-8647	241.86
012-2426-8648	1054.20
012-2426-8649	766.93
012-2426-8650	3592.56
012-2426-8651	2138.31
012-2426-8653	826.71
012-2426-8654	5844.78
012-2426-8655	5575.30
012-2426-8656	3103.12
012-2426-8657	866.47
012-2426-8658	650.5
012-2426-8659	913.75
012-2426-8660	1824.97
012-2426-8661	504.23
012-2426-8662	718.78
012-2426-8664	4494.55
012-2426-8670	2905.81
012-2426-8672	355.7
012-2426-8673	112.75
012-2426-8674	320.21
012-2426-8675	3945.15
012-2426-8676	646.72
012-2426-8677	1950.10
012-2426-8678	716.55
012-2426-8679	2268.41
012-2426-8680	4771.40
012-2426-8681	5639.42
012-2426-8682	975.82
012-2426-8683	4047.04
012-2426-8684	4389.34
012-2426-8685	4115.56
012-2426-8687	4878.76
012-2426-8688	4563.82
012-2426-8689	2603.79
012-2426-8690	4619.86
012-2426-8691	4517.90
012-2426-8692	3444.50
012-2426-8693	4991.94
012-2426-8694	7563.36
012-2426-8695	3802.06
012-2426-8696	547.45
012-2426-8697	5169.90
012-2426-8698	5911.48
012-2426-8699	5134.05
012-2426-8700	4987.86
012-2426-8701	2765.70
012-2426-8702	3273.48
012-2426-8703	3000.75
012-2426-8704	5956.52
012-2426-8705	3661.04
012-2426-8706	4199.45
012-2426-8707	5704.26
012-2426-8708	3753.56
012-2426-8711	1076.07
012-2426-8712	1831.15
012-2426-8713	2155.97
012-2426-8714	7552.66
012-2426-8715	1415.07
012-2426-8716	7055.27
012-2426-8717	276.45
012-2426-8718	2862.59
012-2426-8719	1364.47
012-2426-8720	6273.76
012-2426-8721	5121.88
012-2426-8722	2422.16
012-2426-8723	1260.21
012-2426-8724	973.19
012-2426-8725	703.47
012-2426-8726	20666.53
012-2426-8727	3742.83
012-2426-8728	6350.48
012-2426-8729	2286.84
012-2426-8730	359.22
012-2426-8731	3072.62
012-2426-8732	6730.23
012-2426-8733	1153.25
012-2426-8734	3636.38
012-2426-8735	3804.32
012-2426-8736	2458.61
012-2426-8737	4276.60
012-2426-8738	399.79
012-2426-8739	1909.34
012-2426-8740	1283.00
012-2426-8741	2830.86
012-2426-8742	6219.94
012-2426-8743	2853.48
012-2426-8744	3442.19
012-2426-8745	1344.77
012-2426-8746	3287.79
012-2426-8747	1403.34
012-2426-8748	1561.27
012-2426-8750	1855.61
012-2426-8751	2304.30
012-2426-8752	1706.49
012-2426-8753	4639.02
012-2426-8754	8179.92
012-2426-8755	911.44
012-2426-8756	758.45
012-2426-8757	3143.69
012-2426-8758	2433.22
012-2426-8759	2987.90
012-2426-8760	4168.26
012-2426-8761	5064.45
012-2426-8762	12832.02
012-2426-8763	6215.12
012-2426-8764	7910.40
012-2426-8766	4591.61
012-2426-8767	5590.91
012-2426-8768	11610.42
012-2426-8769	5282.50
012-2426-8770	5111.16
012-2426-8771	5169.74
012-2426-8772	3218.47
012-2426-8773	4882.66
012-2426-8774	4076.45
012-2426-8775	4328.83
012-2426-8776	3001.69
012-2426-8779	6480.54
012-2426-8780	5099.48
012-2426-8781	1852.63
012-2426-8782	4666.91
012-2426-8783	6398.56
012-2426-8784	5634.94
012-2426-8785	6643.82
012-2426-8786	3492.56
012-2426-8788	5708.05
012-2426-8789	8598.75
012-2426-8790	5343.75
012-2426-8791	5974.21
012-2426-8792	4097.01
012-2426-8793	7412.11
012-2426-8794	8392.84
012-2426-8795	5126.73
012-2426-8796	4177.28
012-2426-8797	1387.60
012-2426-8798	4484.53
012-2426-8799	4848.31
012-2426-8801	8807.67
012-2426-8802	2038.64
012-2426-8803	3687.86
012-2426-8804	5049.49
012-2426-8805	595.3
012-2426-8806	7771.11
012-2426-8807	6412.54
012-2426-8808	4905.46
012-2426-8809	5974.99
012-2426-8810	4981.76
012-2426-8812	4227.54
012-2426-8813	4974.19
012-2426-8814	5855.25
012-2426-8815	6475.48
012-2426-8816	4927.55
012-2426-8817	3749.35
012-2426-8818	6837.26
012-2426-8819	8116.57
012-2426-8820	3805.34
012-2426-8821	6505.27
012-2426-8823	4019.82
012-2426-8824	17281.16
012-2426-8825	8413.31
012-2426-8826	5228.55
012-2426-8827	5147.84
012-2426-8828	7386.69
012-2426-8829	4895.27
012-2426-8831	5856.68
012-2426-8832	3239.77
012-2426-8834	6763.38
012-2426-8835	5504.11
012-2426-8836	5437.07
012-2426-8837	4546.67
012-2426-8838	11775.97
012-2426-8839	308.41
012-2426-8840	5042.42
012-2426-8841	6229.28
012-2426-8842	3572.93
012-2426-8843	5252.32
012-2426-8845	3912.51
012-2426-8846	7546.34
012-2426-8847	498.79
012-2426-8848	3955.58
012-2426-8849	4131.98
012-2426-8850	9478.66
012-2426-8851	4818.22
012-2426-8852	6220.41
012-2426-8853	3559.24
012-2426-8854	10947.38
012-2426-8856	4796.01
012-2426-8857	4505.98
012-2426-8858	3006.83
012-2426-8859	4305.67
012-2426-8860	1095.46
012-2426-8861	2030.42
012-2426-8862	5184.09
012-2426-8863	6059.05
012-2426-8864	5309.88
012-2426-8865	6689.49
012-2426-8867	4516.97
012-2426-8868	5052.79
012-2426-8869	4539.01
012-2426-8870	470.71
012-2426-8871	6744.30
012-2426-8872	9853.92
012-2426-8873	7697.25
012-2426-8874	4651.70
012-2426-8875	2748.10
012-2426-8876	7489.34
012-2426-8878	4182.82
012-2426-8879	3506.44
012-2426-8890	6512.88
012-2426-8891	2680.76
012-2426-8892	8640.02
012-2426-8893	6449.71
012-2426-8894	8018.08
012-2426-8895	8528.78
012-2426-8896	5576.20
012-2426-8897	3561.67
012-2426-8898	4810.48
012-2426-8900	4317.89
012-2426-8901	4064.08
012-2426-8902	4462.66
012-2426-8903	2937.12
012-2426-8904	6387.04
012-2426-8905	5791.39
012-2426-8906	7113.54
012-2426-8907	10271.93
012-2426-8908	3625.33
012-2426-8909	5584.62
012-2426-8910	4788.65
012-2426-8911	5247.01
012-2426-8912	5327.25
012-2426-8913	5434.67
012-2426-8914	3328.51
012-2426-8916	4547.47
012-2426-8917	4086.41
012-2426-8918	5428.45
012-2426-8920	2571.28
012-2426-8921	4367.34
012-2426-8922	9698.69
012-2426-8923	1483.69
012-2426-8925	3761.45
012-2426-8926	4564.77
012-2426-8927	3654.23
012-2426-8928	8382.37
012-2426-8929	9619.02
012-2426-8930	4805.17
012-2426-8931	6885.96
012-2426-8932	4056.82
012-2426-8933	7466.74
012-2426-8934	8662.85
012-2426-8935	1700.00
012-2426-8936	1008.69
012-2426-8937	7335.77
012-2426-8938	5053.72
012-2426-8939	2791.48
012-2426-8940	2926.00
012-2426-8941	3676.61
012-2426-8942	3794.83
012-2426-8943	2946.51
012-2426-8944	1554.67
012-2426-8945	5392.45
012-2426-8946	4816.20
012-2426-8947	4387.19
012-2426-8948	3068.39
012-2426-8950	3494.14
012-2426-8951	2953.15
012-2426-8952	8008.07
012-2426-8953	2751.13
012-2426-8954	4646.06
012-2426-8955	3082.10
012-2426-8956	2611.23
012-2426-8957	4336.92
012-2426-8958	4037.51
012-2426-8959	3325.46
012-2426-8960	5641.59
012-2426-8961	8449.89
012-2426-8962	9562.34
012-2426-8963	9233.37
012-2426-8964	5055.56
012-2426-8965	4044.34
012-2426-8966	2041.54
012-2426-8967	2882.80
012-2426-8968	2215.15
012-2426-8969	3989.88
012-2426-8970	3162.96
012-2426-8971	1183.98
012-2426-8972	3558.78
012-2426-8973	3253.69
012-2426-8974	5273.97
012-2426-8975	2314.69
012-2426-8976	5209.50
012-2426-8977	6442.61
012-2426-8978	4229.07
012-2426-8979	3138.37
012-2426-8980	4854.48
012-2426-8981	5516.56
012-2426-8982	3802.87
012-2426-8983	5125.56
012-2426-8984	4966.73
012-2426-8985	8713.43
012-2426-8986	5475.12
012-2426-8987	5017.56
012-2426-8988	1570.96
012-2426-8990	3846.66
012-2426-8991	1778.88
012-2426-8992	3173.74
012-2426-8993	4526.36
012-2426-8994	3015.19
012-2426-8995	5075.59
012-2426-8996	2444.60
012-2426-8997	8401.40
012-2426-9001	5977.11
012-2426-9002	4762.40
012-2426-9003	2105.40
012-2426-9004	2023.43
012-2426-9005	6579.46
012-2426-9006	3951.38
012-2426-9007	10258.55
012-2426-9008	3540.04
012-2426-9010	4323.02
012-2426-9011	4972.81
012-2426-9012	5889.03
012-2426-9013	1622.42
012-2426-9014	13651.17
012-2426-9015	1540.02
012-2426-9016	5174.49
012-2426-9017	4230.78
012-2426-9018	2775.48
012-2426-9019	4436.83
012-2426-9020	4054.41
012-2426-9021	1845.06
012-2426-9022	2402.35
012-2426-9023	3587.50
012-2426-9024	3771.83
012-2426-9025	5932.83
012-2426-9026	3417.87
012-2426-9027	3768.86
012-2426-9028	3098.25
012-2426-9029	5838.08
012-2426-9030	6632.02
012-2426-9031	5656.09
012-2426-9032	3321.39
012-2426-9033	3435.09
012-2426-9034	4285.10
012-2426-9035	4245.00
012-2426-9036	5248.21
012-2426-9037	3844.77
012-2426-9038	1877.83
012-2426-9039	4019.68
012-2426-9040	3265.20
012-2426-9041	5596.81
012-2426-9042	4458.82
012-2426-9043	4153.89
012-2426-9044	65.98
012-2426-9046	485.63
012-2426-9047	1712.34
012-2426-9048	210.29
012-2426-9049	394.64
012-2426-9050	145.81
012-2426-9051	1562.70
012-2426-9052	501.83
012-2426-9053	931.89
012-2426-9054	81.34
012-2426-9055	604.92
012-2426-9056	269.73
012-2426-9057	100.78
012-2426-9058	270.44
012-2426-9059	208.54
012-2426-9061	2119.86
012-2426-9062	2321.93
012-2426-9063	5808.33
012-2426-9064	3793.35
012-2426-9065	2013.45
012-2426-9066	2359.90
012-2426-9067	3530.06
012-2426-9068	3974.51
012-2426-9069	2169.30
012-2426-9070	4779.34
012-2426-9071	3981.77
012-2426-9072	3389.04
012-2426-9073	1774.83
012-2426-9074	4311.00
012-2426-9075	2717.37
012-2426-9076	5223.48
012-2426-9077	2313.18
012-2426-9078	8334.00
012-2426-9079	5016.16
012-2426-9080	5417.48
012-2426-9081	5676.07
012-2426-9082	2814.85
012-2426-9083	6282.50
012-2426-9084	2538.90
012-2426-9085	4649.90
012-2426-9086	4645.88
012-2426-9087	6672.54
012-2426-9088	6283.92
012-2426-9089	1733.32
012-2426-9091	6129.80
012-2426-9092	4277.48
012-2426-9093	4767.85
012-2426-9094	2301.59
012-2426-9095	4552.05
012-2426-9096	1110.92
012-2426-9097	6323.24
012-2426-9098	4930.64
012-2426-9099	5529.18
012-2426-9100	5518.72
012-2426-9101	6980.52
012-2426-9102	5362.56
012-2426-9103	7899.09
012-2426-9104	5510.42
012-2426-9105	2483.83
012-2426-9106	2282.25
012-2426-9107	12480.71
012-2426-9108	6568.02
012-2426-9109	3445.84
012-2426-9110	5953.75
012-2426-9112	4361.34
012-2426-9113	6534.85
012-2426-9114	4371.76
012-2426-9115	7951.38
012-2426-9116	5574.57
012-2426-9117	3968.99
012-2426-9118	123.54
012-2426-9120	4965.43
012-2426-9122	1250.37
012-2426-9123	260.83
012-2426-9124	546.69
012-2426-9125	341.49
012-2426-9126	1098.28
012-2426-9127	76.84
012-2426-9128	502.59
012-2426-9131	694.3
012-2426-9133	290.98
012-2426-9135	62.65
012-2426-9137	1410.77
012-2426-9138	677.27
012-2426-9141	3502.77
012-2426-9142	1340.72
012-2426-9143	1822.50
012-2426-9144	1243.40
012-2426-9145	2487.09
012-2426-9146	1436.50
012-2426-9147	4591.55
012-2426-9148	621.56
012-2426-9149	2637.27
012-2426-9151	3325.73
012-2426-9152	2477.16
012-2426-9153	3109.77
012-2426-9154	1296.37
012-2426-9155	4104.63
012-2426-9156	2308.60
012-2426-9157	2528.87
012-2426-9158	2270.55
012-2426-9159	3081.60
012-2426-9160	1372.26
012-2426-9161	1635.44
012-2426-9162	549.86
012-2426-9163	7032.86
012-2426-9164	474.49
012-2426-9165	1180.03
012-2426-9166	3106.75
012-2426-9167	320.42
012-2426-9168	9569.99
012-2426-9169	5892.71
012-2426-9170	1131.75
012-2426-9171	2125.21
012-2426-9172	3839.98
012-2426-9173	1609.64
012-2426-9174	5191.00
012-2426-9175	1747.86
012-2426-9176	8630.26
012-2426-9177	444.89
012-2426-9178	3865.02
012-2426-9179	6716.31
012-2426-9180	1952.70
012-2426-9181	2144.75
012-2426-9182	6004.73
012-2426-9183	5405.58
012-2426-9184	4160.03
012-2426-9186	2229.33
012-2426-9187	4814.81
